@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:isbn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84863017375'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84863017375?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84863017375&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84863017375&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84863017375,SCOPUS_ID:84863017375,2-s2.0-84863017375,"Technical, pure technical and scale efficiency of China's banking industry",Zhao X.,"Proceedings - 2011 4th International Conference on Information Management, Innovation Management and Industrial Engineering, ICIII 2011","[{'@_fa': 'true', '$': '9780769545233'}]",2,198-201,2011-12-01,2011,10.1109/ICIII.2011.195,1,"[{'@_fa': 'true', 'affilname': 'Shanghai University of International Business and Economics', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,6114682,21100197718,0,False
