@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85100107630'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85100107630?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100107630&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100107630&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85100107630,SCOPUS_ID:85100107630,2-s2.0-85100107630,An inverse semi-oriented radial data envelopment analysis measure for dealing with negative data,Ghiyasi M.,IMA Journal of Management Mathematics,1471678X,14716798,31,4,505-516,2020-10-01,1 October 2020,10.1093/imaman/dpaa007,19,"[{'@_fa': 'true', 'affilname': 'Shahrood University of Technology', 'affiliation-city': 'Shahrood', 'affiliation-country': 'Iran'}]",Journal,ar,Article,23148,0,False
